customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit,currency,timezone,segment
CU-0391,829.00,11-19,US,D-0391,mobile,2024-03-22,2025-12-08T08:48:34,WFC,4832.16,USD,America/Denver,retail
CU-0392,1598.53,08-21,PE,D-0392,web,2020-06-19,2025-12-24T05:27:01,BBVA,7143.64,PEN,America/Lima,retail
CU-0393,665614.53,23-06,CL,,web,2022-04-26,2025-12-13T19:57:31,BCH,3681947.64,CLP,America/Santiago,retail
CU-0394,1661.00,08-19,PE,D-0394,mobile,2022-08-24,2025-12-27T00:41:17,BCP,8601.03,PEN,America/Lima,retail
CU-0395,1064315.35,07-21,CL,D-0395,mobile,2023-11-09,2025-12-15T15:55:11,BCI,8189887.58,CLP,America/Santiago,retail
CU-0396,1046959.05,07-20,,D-0396,mobile,2021-09-26,2025-12-20T07:09:18,BCI,5479336.24,CLP,America/Santiago,retail
CU-0397,3276.30,22-07,MX,D-0397,web,2025-12-16,2025-12-24T20:43:25,SAN,25252.62,MXN,America/Tijuana,retail
CU-0398,2881642.29,09-18,CL,D-0398,mobile,2020-02-03,2025-12-26T20:24:19,BCH,21548385.75,CLP,America/Santiago,premium
CU-0399,169.09,06-21,ES,D-0399,mobile,2024-10-26,2025-12-14T19:14:45,SAN,1128.61,EUR,Europe/Madrid,retail
CU-0400,12980.62,11-18,MX,D-0400,web,2023-07-04,2025-12-27T17:20:27,SAN,64261.87,MXN,America/Tijuana,retail
CU-0401,769179.06,07-18,CL,D-0401,mobile,2025-12-12,2025-12-22T04:57:44,BCH,3887650.54,CLP,America/Santiago,retail
CU-0402,1257586.04,11-22,CL,D-0402,web,2020-11-16,2025-12-02T00:39:59,BCI,4352303.81,CLP,America/Santiago,premium
CU-0403,1042985.59,07-22,AR,D-0403,web,2024-06-26,2025-12-30T08:38:30,GAL,4292209.35,ARS,America/Argentina/Buenos_Aires,retail
CU-0404,5869.46,09-18,MX,D-0404,mobile,2020-07-22,2025-12-08T04:46:00,BBVA,21843.47,MXN,America/Mexico_City,retail
CU-0405,757869.23,06-20,CL,D-0405,web,2020-01-22,2025-12-26T12:16:37,BCH,5675468.82,CLP,America/Santiago,retail
CU-0406,3299478.93,11-22,AR,D-0406,web,2024-11-13,2025-12-17T20:55:34,GAL,19230817.81,ARS,America/Argentina/Buenos_Aires,premium
CU-0407,20228.61,06-19,MX,D-0407,mobile,2024-10-20,2025-12-06T05:58:49,BAN,129854.17,MXN,America/Mexico_City,retail
CU-0408,3226.28,09-20,PE,D-0408,web,2022-12-03,2025-12-17T02:18:19,IBK,10783.04,PEN,America/Lima,retail
CU-0409,1008.69,10-22,US,D-0409,web,2022-02-01,2025-12-03T03:12:05,BAC,7134.82,USD,America/Los_Angeles,retail
CU-0410,369814.44,11-21,AR,D-0410,mobile,2022-12-16,2025-12-30T03:44:25,BNA,1510611.08,ARS,America/Argentina/Buenos_Aires,retail
CU-0411,690.60,08-18,US,D-0411,web,2024-02-08,2025-12-07T23:43:50,WFC,2870.76,USD,America/Chicago,retail
CU-0412,13937.29,07-19,MX,D-0412,mobile,2024-05-07,2025-12-28T01:42:44,SAN,69910.19,MXN,America/Mexico_City,retail
CU-0413,671341.01,11-21,AR,D-0413,mobile,2024-07-06,2025-12-10T17:14:39,GAL,4849317.35,ARS,America/Argentina/Buenos_Aires,retail
CU-0414,1497.53,08-20,PE,D-0414,mobile,2022-11-17,2025-12-04T03:16:40,IBK,8783.33,PEN,America/Lima,retail
CU-0415,18643.87,08-18,MX,D-0415,mobile,2022-11-10,2025-12-03T08:59:11,SAN,132411.26,MXN,America/Tijuana,retail
CU-0416,2018.84,06-19,PE,D-0416,web,2024-05-15,2025-12-20T22:29:24,BBVA,9130.13,PEN,America/Lima,retail
CU-0417,12604.19,07-19,MX,D-0417,web,2021-07-09,2025-12-25T13:34:51,BAN,65683.73,MXN,America/Tijuana,retail
CU-0418,3842921.03,11-22,CO,D-0418,web,2020-02-12,2025-12-25T09:17:53,BOG,27479786.44,COP,America/Bogota,premium
CU-0419,6396056.22,08-22,CO,D-0419,web,2021-06-25,2025-12-12T10:46:46,DAV,19497957.89,COP,America/Bogota,premium
CU-0420,1265.57,11-19,ES,D-0420,mobile,2022-11-27,2025-12-15T07:06:46,CABK,7379.63,EUR,Europe/Madrid,premium
CU-0421,273614.79,10-20,AR;PE,D-0421,web,2024-01-24,2025-12-04T20:07:04,GAL,948343.55,ARS,America/Argentina/Buenos_Aires,retail
CU-0422,1532.43,09-22,ES,D-0422,mobile,2021-07-13,2025-12-20T04:28:02,CABK,7182.92,EUR,Europe/Madrid,premium
CU-0423,763.09,10-19,ES,,web,2024-11-23,2025-12-20T19:24:05,CABK,4398.31,EUR,Europe/Madrid,retail
CU-0424,466.99,07-22,ES,D-0424,mobile,2023-03-23,2025-12-02T12:42:53,SAN,1694.16,EUR,Europe/Madrid,retail
CU-0425,962.10,09-18,ES,,web,2022-03-06,2025-12-06T19:46:14,SAN,7195.02,EUR,Europe/Madrid,retail
CU-0426,5933.20,23-05,ES,D-0426,mobile,2022-05-22,2025-12-26T03:28:43,BBVA,42254.78,EUR,Europe/Madrid,business
CU-0427,64339.33,09-20,MX,D-0427,mobile,2022-09-21,2025-12-29T18:30:52,BAN,243267.49,MXN,America/Monterrey,premium
CU-0428,507.07,06-22,ES,D-0428,web,2022-08-01,2025-12-11T22:20:03,CABK,3090.01,EUR,Europe/Madrid,retail
CU-0429,652.14,06-18,US,D-0429,web,2023-01-15,2025-12-28T20:41:06,BAC,2783.28,USD,America/Chicago,retail
CU-0430,454.33,07-20,ES,D-0430,web,2025-12-07,2025-12-18T02:41:26,SAN,1649.12,EUR,Europe/Madrid,premium
CU-0431,743622.64,09-21,,D-0431,mobile,2023-09-10,2025-12-28T09:39:32,BNA,4768600.87,ARS,America/Argentina/Buenos_Aires,retail
CU-0432,2960.26,11-22,PE,D-0432,mobile,2020-04-18,2025-12-11T08:15:33,BBVA,12597.09,PEN,America/Lima,retail
CU-0433,4137.30,09-19,PE,D-0433,web,2021-09-02,2025-12-16T19:38:59,BBVA,19279.23,PEN,America/Lima,retail
CU-0434,9143.89,11-20,PE,D-0434,mobile,2020-02-15,2025-12-12T04:27:19,BCP,60544.19,PEN,America/Lima,premium
CU-0435,1688364.85,11-22,CL,D-0435,mobile,2021-10-12,2025-12-22T23:05:35,BCH,5650907.23,CLP,America/Santiago,premium
CU-0436,6378.23,10-21,ES,D-0436,mobile,2020-01-13,2025-12-04T19:17:37,CABK,44161.90,EUR,Europe/Madrid,business
CU-0437,46151.02,08-22,CL,D-0437,mobile,2024-08-19,2025-12-14T06:30:13,SAN,201207.96,CLP,America/Santiago,retail
CU-0438,1139.56,11-22,ES,D-0438,web,2023-01-09,2025-12-22T14:43:33,SAN,7208.04,EUR,Europe/Madrid,premium
CU-0439,58233.86,08-20,MX;PE,D-0439,web,2022-01-19,2025-12-14T21:22:31,BBVA,362477.51,MXN,America/Monterrey,premium
CU-0440,1891.64,11-18,ES,D-0440,web,2021-05-27,2025-12-25T07:54:00,CABK,10540.80,EUR,Europe/Madrid,premium
CU-0441,12050175.56,22-05,CO,D-0441,mobile,2021-03-20,2025-12-14T02:00:57,BAN,95003245.07,COP,America/Bogota,premium
CU-0442,374444.74,09-22,CL,D-0442,mobile,2022-01-03,2025-12-28T02:04:26,BCH,2038918.59,CLP,America/Santiago,retail
CU-0443,824.84,11-20,ES,D-0443,mobile,2025-11-15,2025-12-11T12:12:59,SAN,6074.37,EUR,Europe/Madrid,retail
CU-0444,403659.26,10-20,AR,D-0444,web,2023-08-10,2025-12-26T15:50:25,SAN,2204089.54,ARS,America/Argentina/Buenos_Aires,retail
CU-0445,1478087.75,23-07,CO,D-0445,mobile,2022-12-15,2025-12-23T13:10:25,DAV,10136075.89,COP,America/Bogota,retail
CU-0446,4489705.11,08-21,CO,D-0446,mobile,2020-10-01,2025-12-03T07:07:58,DAV,25214476.96,COP,America/Bogota,retail
CU-0447,422591.26,10-21,CL,D-0447,web,2023-10-06,2025-12-14T11:42:50,BCH,2622105.93,CLP,America/Santiago,retail
CU-0448,1333.34,06-22,MX,D-0448,web,2024-06-22,2025-12-25T19:53:03,SAN,6105.18,MXN,America/Mexico_City,retail
CU-0449,1545240.27,11-18,CL,D-0449,web,2024-07-18,2025-12-28T10:46:56,SAN,7821077.00,CLP,America/Santiago,premium
CU-0450,448.97,09-20,PE,D-0450,mobile,2023-01-03,2025-12-16T13:29:51,BCP,2108.60,PEN,America/Lima,retail
CU-0451,3283.53,08-19,MX,D-0451,web,2024-06-20,2025-12-26T05:22:24,BAN,24351.87,MXN,America/Monterrey,retail
CU-0452,205658.75,07-19,AR,D-0452,web,2024-02-06,2025-12-27T19:32:00,BNA,820207.43,ARS,America/Argentina/Buenos_Aires,retail
CU-0453,640.06,08-19,ES,D-0453,mobile,2020-07-18,2025-12-09T02:07:23,CABK,4270.37,EUR,Europe/Madrid,premium
CU-0454,604.19,08-18,ES,D-0454,mobile,2023-12-16,2025-12-03T14:58:58,CABK,2052.07,EUR,Europe/Madrid,retail
CU-0455,680.90,11-19,ES,D-0455,mobile,2020-04-22,2025-12-11T01:43:11,BBVA,3825.51,EUR,Europe/Madrid,retail
CU-0456,6847.13,10-18,ES,D-0456,web,2021-10-23,2025-12-26T12:05:05,BBVA,30027.04,EUR,Europe/Madrid,business
CU-0457,2574903.18,10-18,CO,D-0457,mobile,2025-11-03,2025-12-10T04:11:53,DAV,15200235.73,COP,America/Bogota,retail
CU-0458,1772497.51,09-22,CO,D-0458,web,2022-05-15,2025-12-02T19:38:52,DAV,13062198.44,COP,America/Bogota,retail
CU-0459,5915.04,09-22,US,D-0459,mobile,2020-12-27,2025-12-26T10:03:58,BAC,44433.88,USD,America/Los_Angeles,business
CU-0460,2327.59,07-21,PE,D-0460,web,2021-09-23,2025-12-25T20:54:58,IBK,7775.42,PEN,America/Lima,retail
CU-0461,239322.69,08-18,AR,D-0461,web,2021-06-05,2025-12-23T04:41:52,SAN,1214712.16,ARS,America/Argentina/Buenos_Aires,retail
CU-0462,674.45,10-20,US,D-0462,web,2022-03-10,2025-12-28T14:34:05,WFC,3283.92,USD,America/Chicago,retail
CU-0463,61844.99,07-21,MX,D-0463,web,2023-03-21,2025-12-03T12:07:22,BBVA,458755.23,MXN,America/Monterrey,premium
CU-0464,7676.26,06-19,PE,D-0464,web,2020-05-12,2025-12-01T09:42:15,BBVA,59866.81,PEN,America/Lima,premium
CU-0465,513.43,06-21,PE;CO,D-0465,mobile,2020-04-25,2025-12-23T10:05:46,BCP,1976.42,PEN,America/Lima,retail
CU-0466,416075.76,08-21,CO,D-0466,mobile,2022-12-25,2025-12-28T18:55:26,BOG,3178926.47,COP,America/Bogota,retail
CU-0467,1952.71,06-21,PE,D-0467,mobile,2020-02-16,2025-12-03T07:05:15,IBK,6092.50,PEN,America/Lima,retail
CU-0468,613969.80,09-19,AR,D-0468,web,2021-02-10,2025-12-23T12:49:46,SAN,2362261.37,ARS,America/Argentina/Buenos_Aires,retail
CU-0469,120.28,06-20,ES,,web,2022-07-21,2025-12-26T13:13:53,SAN,529.59,EUR,Europe/Madrid,retail
CU-0470,4416.13,08-20,ES,D-0470,mobile,2023-07-27,2025-12-01T18:27:58,SAN,27175.04,EUR,Europe/Madrid,business
CU-0471,118559.92,07-20,AR,D-0471,mobile,2024-07-22,2025-12-22T15:27:47,SAN,765927.05,ARS,America/Argentina/Buenos_Aires,retail
CU-0472,1073.87,11-22,ES,D-0472,mobile,2025-10-26,2025-12-09T00:05:22,CABK,3281.09,EUR,Europe/Madrid,retail
CU-0473,1637206.89,11-22,CL,D-0473,web,2021-07-15,2025-12-01T20:56:38,BCI,8336571.80,CLP,America/Santiago,premium
CU-0474,2823319.92,08-20,CO,D-0474,mobile,2021-04-27,2025-12-06T08:52:44,BAN,11435958.88,COP,America/Bogota,retail
CU-0475,247607.05,10-22,CL,D-0475,web,2023-05-22,2025-12-21T16:27:40,SAN,1378149.99,CLP,America/Santiago,retail
CU-0476,1542.54,08-18,PE,D-0476,web,2024-11-14,2025-12-02T07:02:54,BCP,7832.36,PEN,America/Lima,retail
CU-0477,1440446.68,06-21,CO,D-0477,web,2025-11-05,2025-12-30T00:35:24,BAN,4544111.47,COP,America/Bogota,premium
CU-0478,3851.38,06-19,PE,D-0478,web,2022-07-19,2025-12-25T15:53:50,BCP,22667.63,PEN,America/Lima,retail
CU-0479,1578.18,09-19,PE,D-0479,mobile,2020-06-21,2025-12-26T05:31:40,IBK,6033.54,PEN,America/Lima,retail
CU-0480,793379.14,06-21,CL,D-0480,mobile,2023-08-20,2025-12-29T08:30:14,BCI,5445242.64,CLP,America/Santiago,retail
CU-0481,4496.86,06-20,PE,D-0481,web,2025-11-22,2025-12-05T22:04:19,IBK,20090.50,PEN,America/Lima,premium
CU-0482,1068.80,09-19,US,D-0482,web,2021-09-08,2025-12-03T15:45:08,BAC,7567.53,USD,America/New_York,retail
CU-0483,1214994.87,10-21,CO,D-0483,mobile,2024-12-05,2025-12-10T23:08:51,BOG,4484092.22,COP,America/Bogota,retail
CU-0484,832.55,10-22,US,D-0484,mobile,2021-03-05,2025-12-23T17:19:43,WFC,6376.08,USD,America/New_York,retail
CU-0485,14804.37,09-19,MX,D-0485,web,2025-12-10,2025-12-12T02:17:10,BAN,98397.97,MXN,America/Mexico_City,retail
CU-0486,2032090.53,23-07,CO,D-0486,mobile,2020-04-15,2025-12-25T11:54:34,BOG,6165512.01,COP,America/Bogota,retail
CU-0487,260235.40,11-20,AR,D-0487,web,2020-06-08,2025-12-19T07:17:27,SAN,2025011.20,ARS,America/Argentina/Buenos_Aires,retail
CU-0488,677.81,08-19,US,D-0488,mobile,2023-09-06,2025-12-24T17:22:05,JPM,5172.39,USD,America/Chicago,retail
CU-0489,413.80,08-19,PE,D-0489,web,2022-02-03,2025-12-11T05:13:50,BBVA,2626.30,PEN,America/Lima,retail
CU-0490,45092.73,08-20,MX,D-0490,mobile,2022-07-09,2025-12-13T00:28:07,BAN,188402.58,MXN,America/Monterrey,premium
CU-0491,9409237.97,08-18,CO;ES,D-0491,mobile,2023-07-09,2025-12-27T10:41:52,BAN,42677746.38,COP,America/Bogota,premium
CU-0492,512.06,08-18,US,D-0492,web,2024-03-20,2025-12-15T02:51:13,WFC,3015.59,USD,America/Los_Angeles,retail
CU-0493,19989.37,09-21,MX,D-0493,web,2021-02-22,2025-12-14T17:14:14,BAN,74159.99,MXN,America/Monterrey,retail
CU-0494,937683.89,08-22,CL,D-0494,web,2021-08-08,2025-12-29T19:48:12,BCH,3905794.77,CLP,America/Santiago,retail
CU-0495,474.51,06-22,US,D-0495,mobile,2021-06-07,2025-12-29T22:30:24,BAC,2270.99,USD,America/Chicago,retail
CU-0496,1349875.30,11-18,CO;CL,D-0496,web,2023-05-21,2025-12-22T02:36:15,DAV,4544787.61,COP,America/Bogota,retail
CU-0497,824.58,07-19,US,D-0497,mobile,2024-07-02,2025-12-30T05:16:38,JPM,3040.07,USD,America/New_York,retail
CU-0498,19958.31,06-22,MX,D-0498,mobile,2025-12-13,2025-12-17T09:56:01,BBVA,94304.70,MXN,America/Monterrey,retail
CU-0499,4607.47,07-22,ES,D-0499,mobile,2022-01-18,2025-12-07T00:32:00,SAN,20304.96,EUR,Europe/Madrid,business
CU-0500,133.95,06-21,US,D-0500,mobile,2020-07-04,2025-12-28T05:15:33,WFC,900.16,USD,America/Chicago,retail
CU-0501,1097.05,07-22,US,D-0501,web,2024-11-07,2025-12-29T09:16:14,BAC,6717.59,USD,America/Denver,premium
CU-0502,61397.30,07-21,AR,D-0502,web,2025-12-11,2025-12-28T09:06:39,GAL,423041.61,ARS,America/Argentina/Buenos_Aires,retail
CU-0503,949875.17,06-21,AR,D-0503,mobile,2022-05-26,2025-12-14T08:58:46,GAL,7059959.20,ARS,America/Argentina/Buenos_Aires,retail
CU-0504,760645.71,23-07,CO,D-0504,mobile,2020-06-17,2025-12-17T23:46:06,BOG,2351441.40,COP,America/Bogota,retail
CU-0505,688882.01,08-22,AR,D-0505,mobile,2022-04-19,2025-12-09T09:33:00,SAN,3070213.04,ARS,America/Argentina/Buenos_Aires,retail
CU-0506,119260.99,06-18,AR,D-0506,web,2022-08-23,2025-12-19T11:33:34,GAL,535273.30,ARS,America/Argentina/Buenos_Aires,retail
CU-0507,1784.71,11-22,MX,D-0507,web,2022-01-27,2025-12-21T20:15:43,SAN,13069.90,MXN,America/Mexico_City,retail
CU-0508,65213.13,22-06,AR,D-0508,mobile,2022-01-25,2025-12-27T22:06:43,BNA,362513.42,ARS,America/Argentina/Buenos_Aires,retail
CU-0509,566338.18,10-21,,D-0509,mobile,2022-02-10,2025-12-18T16:36:11,SAN,4186416.75,CLP,America/Santiago,retail
CU-0510,900389.62,11-22,AR,D-0510,mobile,2022-02-06,2025-12-13T00:22:22,GAL,5607331.03,ARS,America/Argentina/Buenos_Aires,retail
CU-0511,62045.83,07-18,MX,D-0511,web,2023-07-27,2025-12-25T04:01:54,BAN,481982.12,MXN,America/Mexico_City,premium
CU-0512,2060849.41,10-19,CL,D-0512,web,2022-07-02,2025-12-01T08:40:22,BCI,11105321.13,CLP,America/Santiago,premium
CU-0513,3999328.23,08-18,,D-0513,web,2024-04-06,2025-12-07T09:06:25,DAV,25926873.09,COP,America/Bogota,retail
CU-0514,986541.51,06-18,,D-0514,mobile,2022-10-19,2025-12-12T23:15:40,SAN,4844527.98,ARS,America/Argentina/Buenos_Aires,retail
CU-0515,2992791.90,11-20,AR,D-0515,mobile,2025-11-28,2025-12-02T03:49:06,BNA,12032335.20,ARS,America/Argentina/Buenos_Aires,premium
CU-0516,251322.58,07-18,CL,D-0516,web,2021-09-05,2025-12-16T10:52:37,BCH,1272152.79,CLP,America/Santiago,retail
CU-0517,12191.65,06-18,MX,D-0517,mobile,2024-09-02,2025-12-25T23:08:03,BBVA,49196.79,MXN,America/Mexico_City,retail
CU-0518,12707.48,07-20,MX,,web,2024-02-23,2025-12-29T23:09:44,BBVA,75073.52,MXN,America/Tijuana,retail
CU-0519,723.49,07-18,US,D-0519,web,2020-04-18,2025-12-27T19:55:55,WFC,5485.82,USD,America/Denver,premium
CU-0520,289.03,09-22,ES,D-0520,web,2022-10-20,2025-12-26T13:27:48,BBVA,1238.58,EUR,Europe/Madrid,premium
CU-0521,4839.98,08-18,MX,D-0521,mobile,2020-12-17,2025-12-24T02:42:48,SAN,36716.59,MXN,America/Tijuana,retail
CU-0522,4734533.95,11-21,CO,D-0522,mobile,2024-06-01,2025-12-17T09:53:15,DAV,32935413.58,COP,America/Bogota,retail
CU-0523,10509.02,09-18,MX,D-0523,mobile,2022-10-26,2025-12-14T06:32:25,BBVA,64063.21,MXN,America/Mexico_City,retail
CU-0524,268.59,10-19,ES;CO,D-0524,mobile,2023-01-12,2025-12-26T11:32:12,BBVA,2104.77,EUR,Europe/Madrid,retail
CU-0525,4509883.51,09-21,AR,D-0525,mobile,2021-10-09,2025-12-23T14:12:22,BNA,16313373.10,ARS,America/Argentina/Buenos_Aires,business
CU-0526,209123.43,09-20,AR,D-0526,mobile,2022-07-12,2025-12-08T01:35:13,SAN,1399211.69,ARS,America/Argentina/Buenos_Aires,retail
CU-0527,3381.70,10-21,US,D-0527,mobile,2021-12-20,2025-12-27T21:29:52,WFC,18864.42,USD,America/Los_Angeles,premium
CU-0528,4959517.48,09-20,CL,,web,2022-05-16,2025-12-07T04:10:14,BCI,29358342.05,CLP,America/Santiago,business
CU-0529,900.85,06-20,US,D-0529,web,2020-10-21,2025-12-08T20:56:10,BAC,6256.51,USD,America/Los_Angeles,retail
CU-0530,816.97,11-19,US,D-0530,mobile,2023-07-14,2025-12-02T08:09:57,JPM,4229.44,USD,America/New_York,retail
CU-0531,1592765.59,09-21,CO,D-0531,mobile,2024-02-10,2025-12-21T21:56:03,DAV,9018803.47,COP,America/Bogota,retail
CU-0532,10407.07,07-19,MX,D-0532,mobile,2024-03-11,2025-12-25T11:08:01,BAN,37539.08,MXN,America/Monterrey,premium
CU-0533,582.49,09-21,ES,D-0533,web,2021-12-14,2025-12-16T21:49:20,BBVA,2322.84,EUR,Europe/Madrid,retail
CU-0534,3732.69,09-18,MX,D-0534,web,2021-06-06,2025-12-22T11:21:43,BAN,12499.28,MXN,America/Monterrey,retail
CU-0535,63803.48,07-20,AR,D-0535,mobile,2024-08-06,2025-12-21T06:23:32,SAN,367768.00,ARS,America/Argentina/Buenos_Aires,retail
CU-0536,408.39,09-19,US,D-0536,web,2021-09-20,2025-12-10T09:25:24,WFC,1441.94,USD,America/Denver,premium
CU-0537,1537.96,10-18,US,D-0537,web,2021-02-15,2025-12-01T04:33:19,WFC,7881.69,USD,America/Denver,premium
CU-0538,1344.38,11-22,US,,mobile,2023-05-10,2025-12-23T19:48:10,BAC,8427.83,USD,America/Chicago,premium
CU-0539,1044.83,06-21,US,D-0539,mobile,2022-02-05,2025-12-30T18:57:22,WFC,6273.12,USD,America/Chicago,retail
CU-0540,591.95,06-19,PE,D-0540,web,2024-10-22,2025-12-13T18:28:02,BBVA,3016.39,PEN,America/Lima,retail
CU-0541,670888.59,07-20,CO,D-0541,mobile,2023-02-13,2025-12-05T21:11:01,BOG,4534437.99,COP,America/Bogota,retail
CU-0542,9057.67,09-21,MX,D-0542,web,2024-05-11,2025-12-10T19:12:40,BBVA,65711.22,MXN,America/Tijuana,retail
CU-0543,1021.72,09-20,US,D-0543,web,2023-05-06,2025-12-01T03:10:43,BAC,5498.50,USD,America/New_York,retail
CU-0544,64521.23,10-22,MX,D-0544,web,2022-07-08,2025-12-13T22:58:15,BAN,338825.76,MXN,America/Mexico_City,premium
CU-0545,485398.36,10-19,CL,D-0545,web,2023-12-26,2025-12-05T15:32:27,BCH,2828454.93,CLP,America/Santiago,retail
CU-0546,462.14,09-20,ES,D-0546,web,2025-12-17,2025-12-23T09:44:47,BBVA,2852.69,EUR,Europe/Madrid,retail
CU-0547,164114.04,10-18,AR,D-0547,web,2020-08-05,2025-12-19T09:42:56,SAN,844074.84,ARS,America/Argentina/Buenos_Aires,retail
CU-0548,406853.18,11-20,AR,D-0548,mobile,2023-06-04,2025-12-18T15:39:35,BNA,2032488.16,ARS,America/Argentina/Buenos_Aires,retail
CU-0549,435403.84,08-18,CL,D-0549,web,2024-02-11,2025-12-03T22:33:40,SAN,3051832.96,CLP,America/Santiago,retail
CU-0550,1654.05,07-21,,D-0550,mobile,2023-04-05,2025-12-02T09:00:38,BBVA,6064.94,EUR,Europe/Madrid,premium
CU-0551,1886.93,08-19,PE,D-0551,mobile,2021-01-06,2025-12-23T21:03:48,IBK,6202.26,PEN,America/Lima,retail
CU-0552,2675.44,06-20,PE,D-0552,web,2025-11-25,2025-12-24T16:59:25,BCP,11456.41,PEN,America/Lima,retail
CU-0553,787470.45,11-21,CL;AR,D-0553,mobile,2022-06-17,2025-12-22T17:56:49,BCI,4108876.49,CLP,America/Santiago,retail
CU-0554,348.48,09-21,ES,D-0554,web,2021-07-22,2025-12-21T19:14:22,SAN,2003.27,EUR,Europe/Madrid,premium
CU-0555,20763.45,10-20,MX,D-0555,mobile,2025-11-15,2025-12-18T13:35:35,SAN,111022.88,MXN,America/Mexico_City,premium
CU-0556,280.44,09-20,ES,D-0556,mobile,2021-05-23,2025-12-10T09:40:12,CABK,1074.34,EUR,Europe/Madrid,retail
CU-0557,81759.13,08-21,MX,D-0557,mobile,2022-05-08,2025-12-01T16:38:13,BBVA,349417.55,MXN,America/Tijuana,business
CU-0558,7619.14,07-18,MX,D-0558,mobile,2025-11-22,2025-12-29T07:37:42,SAN,24650.14,MXN,America/Monterrey,premium
CU-0559,626.60,06-22,ES,D-0559,web,2020-04-26,2025-12-12T09:30:05,SAN,2230.49,EUR,Europe/Madrid,retail
CU-0560,3525.98,09-21,PE,D-0560,mobile,2020-12-05,2025-12-24T20:17:46,BBVA,19170.86,PEN,America/Lima,retail
CU-0561,1372.18,06-22,PE,D-0561,web,2021-05-03,2025-12-09T07:02:24,IBK,6894.99,PEN,America/Lima,retail
CU-0562,34399.57,09-21,MX,D-0562,web,2021-05-24,2025-12-23T15:22:05,SAN,147710.45,MXN,America/Mexico_City,premium
CU-0563,8086.88,10-19,MX,D-0563,web,2022-08-07,2025-12-22T09:41:58,BBVA,56372.93,MXN,America/Mexico_City,retail
CU-0564,1385107.19,09-20,CO,D-0564,web,2024-07-18,2025-12-21T21:58:06,BAN,7271422.66,COP,America/Bogota,retail
CU-0565,1394528.53,11-18,CL,D-0565,web,2023-04-24,2025-12-29T08:03:50,SAN,5363091.03,CLP,America/Santiago,premium
CU-0566,11563.96,09-19,MX,D-0566,web,2022-03-23,2025-12-17T00:14:31,BBVA,91949.97,MXN,America/Monterrey,retail
CU-0567,546.12,11-20,ES,D-0567,web,2024-12-20,2025-12-01T20:48:44,SAN,3806.50,EUR,Europe/Madrid,retail
CU-0568,1049.93,23-07,US,D-0568,mobile,2021-11-18,2025-12-27T06:48:28,BAC,3197.49,USD,America/Los_Angeles,premium
CU-0569,1114701.48,09-19,AR,D-0569,mobile,2025-11-08,2025-12-27T08:58:08,GAL,7022582.82,ARS,America/Argentina/Buenos_Aires,retail
CU-0570,665583.16,11-21,CL,D-0570,mobile,2023-07-20,2025-12-25T11:01:42,SAN,3828272.20,CLP,America/Santiago,retail
CU-0571,356787.87,10-21,AR,D-0571,web,2020-01-07,2025-12-25T11:41:04,GAL,1283599.43,ARS,America/Argentina/Buenos_Aires,retail
CU-0572,405.89,07-19,US,D-0572,mobile,2023-10-17,2025-12-04T06:40:30,WFC,3196.19,USD,America/Los_Angeles,retail
CU-0573,607460.36,11-19,CO,D-0573,mobile,2024-10-19,2025-12-30T01:43:14,DAV,3878246.46,COP,America/Bogota,retail
CU-0574,1020384.79,08-20,AR,D-0574,mobile,2021-03-03,2025-12-29T11:28:47,BNA,5409718.18,ARS,America/Argentina/Buenos_Aires,retail
CU-0575,923622.66,07-18,CL,D-0575,mobile,2022-05-10,2025-12-09T12:18:20,SAN,6824149.90,CLP,America/Santiago,premium
CU-0576,947.09,09-18,ES,D-0576,web,2022-08-12,2025-12-25T07:12:03,BBVA,4822.33,EUR,Europe/Madrid,retail
CU-0577,64485.86,09-18,AR,D-0577,web,2020-09-02,2025-12-25T12:51:01,SAN,401258.45,ARS,America/Argentina/Buenos_Aires,retail
CU-0578,3724729.17,08-20,CO,D-0578,mobile,2021-12-24,2025-12-05T19:38:38,BAN,16837538.32,COP,America/Bogota,retail
CU-0579,5034.30,10-19,PE,D-0579,web,2020-08-22,2025-12-16T12:34:02,BCP,29425.06,PEN,America/Lima,business
CU-0580,2148.63,07-19,US,D-0580,mobile,2021-03-08,2025-12-11T12:06:44,BAC,15996.56,USD,America/Chicago,premium
CU-0581,2145.69,07-19,PE,D-0581,mobile,2020-12-07,2025-12-07T16:44:10,BBVA,13437.13,PEN,America/Lima,premium
CU-0582,7195.36,11-19,MX,D-0582,mobile,2025-12-19,2025-12-30T16:28:07,BBVA,43931.50,MXN,America/Mexico_City,retail
CU-0583,959.56,10-19,ES,D-0583,mobile,2024-05-19,2025-12-10T14:41:58,BBVA,6749.42,EUR,Europe/Madrid,premium
CU-0584,1712574.84,08-19,CL,D-0584,mobile,2021-09-16,2025-12-27T04:54:27,BCH,6030944.36,CLP,America/Santiago,business
CU-0585,902172.37,08-19,CL,D-0585,web,2025-10-28,2025-12-26T06:41:46,BCH,5530563.41,CLP,America/Santiago,retail
CU-0586,5913801.17,07-22,CO,D-0586,web,2021-03-09,2025-12-29T21:57:50,BOG,45624466.97,COP,America/Bogota,premium
