customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit
CU-527,2171.01,11-22,AR,D-527,web,2021-01-10,2025-11-22T00:00:00,GAL,6752.56
CU-528,4914.35,10-21,CL,D-528,web,2020-11-21,2025-11-02T00:00:00,BCI,24103.70
CU-529,367.37,08-20,US,D-529,mobile,2025-11-20,2025-12-26T00:00:00,BAC,1915.06
CU-530,336.98,07-20,ES,D-530,web,2021-04-17,2025-11-29T00:00:00,BBVA,1378.54
CU-531,4683.35,07-18,CL,D-531,web,2024-07-27,2025-11-14T00:00:00,BCI,28219.28
CU-532,1180.39,06-18,US,D-532,web,2024-07-05,2025-11-21T00:00:00,WFC,4879.57
CU-533,3365.96,10-20,CL,D-533,web,2022-10-15,2025-11-06T00:00:00,BCI,24484.09
CU-534,4766.83,08-19,ES,D-534,web,2023-03-21,2025-11-13T00:00:00,CABK,26704.96
CU-535,4973.45,06-21,AR,D-535,web,2024-09-07,2025-11-07T00:00:00,GAL,35369.66
CU-536,4523.54,06-22,ES,D-536,web,2021-11-16,2025-11-24T00:00:00,SAN,15316.42
CU-537,932.45,06-21,US,D-537,mobile,2020-04-25,2025-11-11T00:00:00,BAC,5987.79
CU-538,4750.01,07-22,CO,D-538,mobile,2023-02-27,2025-11-25T00:00:00,BOG,22114.78
CU-539,3853.26,06-21,ES,D-539,web,2023-09-02,2025-11-26T00:00:00,BBVA,25598.29
CU-540,1645.28,11-22,MX,D-540,web,2020-04-22,2025-11-15T00:00:00,BAN,10509.60
CU-541,2779.95,07-21,CL,D-541,web,2021-09-23,2025-11-19T00:00:00,BCI,12856.20
CU-542,3467.75,11-22,ES,D-542,mobile,2020-01-19,2025-11-23T00:00:00,BBVA,13539.69
CU-543,4015.87,07-21,CL,D-543,mobile,2023-12-27,2025-11-19T00:00:00,BCI,13412.47
CU-544,988.01,10-19,CO,D-544,mobile,2025-11-29,2026-03-07T00:00:00,DAV,4953.58
CU-545,2646.10,11-21,CO,D-545,mobile,2024-08-12,2025-11-23T00:00:00,DAV,19575.87
CU-546,4544.51,06-18,PE,D-546,mobile,2022-07-11,2025-11-13T00:00:00,IBK,21583.11
CU-547,1294.63,10-18,CL,D-547,web,2022-12-18,2025-11-19T00:00:00,BCI,4047.01
CU-548,1838.68,07-21,CO,D-548,mobile,2022-09-21,2025-11-21T00:00:00,DAV,10233.86
CU-549,739.47,06-21,MX,D-549,mobile,2024-12-17,2025-01-13T00:00:00,BBVA,2894.11
CU-550,1663.32,06-20,PE,D-550,web,2025-11-20,2025-11-25T00:00:00,BCP,7640.37
CU-551,612.91,08-22,CO,D-551,web,2022-02-17,2025-11-13T00:00:00,BOG,4586.33
CU-552,1061.84,10-18,ES,D-552,mobile,2022-02-25,2025-11-02T00:00:00,SAN,7486.83
CU-553,2205.40,11-20,PE,D-553,web,2021-03-01,2025-11-16T00:00:00,IBK,10858.65
CU-554,2236.38,10-22,US,D-554,mobile,2020-11-07,2025-11-10T00:00:00,BAC,12502.23
CU-555,1148.57,09-21,MX,D-555,web,2023-08-09,2025-11-26T00:00:00,BBVA,3561.36
CU-556,853.54,09-22,CL,D-556,web,2023-02-15,2025-11-29T00:00:00,BCH,2641.47
CU-557,3706.00,10-18,CO,D-557,mobile,2020-05-11,2025-11-05T00:00:00,BAN,11574.17
CU-558,1126.33,10-21,MX,D-558,mobile,2023-08-09,2025-11-07T00:00:00,BAN,7211.21
CU-559,4665.32,10-22,AR,D-559,mobile,2022-05-23,2025-11-25T00:00:00,SAN,36521.03
CU-560,2028.42,06-22,US,D-560,web,2024-10-07,2025-01-06T00:00:00,BAC,13449.55
CU-561,1898.11,08-19,CO,D-561,mobile,2023-05-19,2025-11-27T00:00:00,BOG,10661.75
CU-562,4615.42,06-21,CL,D-562,web,2023-07-03,2025-11-14T00:00:00,BCH,29024.44
CU-563,3243.69,11-20,PE,D-563,web,2022-08-18,2025-11-16T00:00:00,IBK,23930.14
CU-564,1582.08,10-20,US,D-564,mobile,2023-09-06,2025-11-18T00:00:00,WFC,11496.42
CU-565,1707.98,06-20,US,D-565,web,2022-02-03,2025-11-06T00:00:00,JPM,6296.47
CU-566,4766.70,10-20,CO,D-566,mobile,2022-07-09,2025-11-29T00:00:00,BOG,16253.63
CU-567,3269.50,08-20,CO,D-567,mobile,2024-08-07,2025-11-01T00:00:00,BOG,13367.56
CU-568,531.95,06-20,CO,D-568,mobile,2024-01-18,2025-11-04T00:00:00,BAN,2955.28
CU-569,3061.13,08-22,CO,D-569,mobile,2022-04-14,2025-11-16T00:00:00,BAN,23298.14
CU-570,795.77,09-21,CL,D-570,mobile,2021-06-14,2025-11-15T00:00:00,SAN,3779.10
CU-571,4326.23,08-22,PE,D-571,mobile,2024-04-17,2025-11-01T00:00:00,BBVA,20963.53
CU-572,1850.24,06-22,US,D-572,mobile,2024-07-25,2025-11-14T00:00:00,WFC,7863.27
CU-573,459.48,11-18,AR,D-573,web,2023-05-21,2025-11-03T00:00:00,BNA,3262.89
CU-574,3278.86,06-20,PE,D-574,mobile,2021-07-02,2025-11-21T00:00:00,IBK,15096.77
CU-575,3020.65,06-22,MX,D-575,mobile,2022-09-05,2025-11-05T00:00:00,BAN,12379.15
CU-576,101.11,09-19,CL,D-576,web,2022-01-18,2025-11-01T00:00:00,BCI,520.99
CU-577,683.79,09-22,US,D-577,web,2022-11-01,2025-11-10T00:00:00,JPM,4613.46
CU-578,4597.42,11-19,CL,D-578,mobile,2021-08-24,2025-11-24T00:00:00,SAN,24187.08
CU-579,3721.55,08-22,US,D-579,web,2021-07-22,2025-11-26T00:00:00,BAC,19737.87
CU-580,4945.32,07-19,CL,D-580,mobile,2021-01-04,2025-11-20T00:00:00,SAN,17243.51
CU-581,3561.22,11-18,CO,D-581,web,2023-10-19,2025-11-19T00:00:00,DAV,16690.20
CU-582,4154.87,11-18,AR,D-582,web,2020-08-15,2025-11-19T00:00:00,GAL,24005.79
CU-583,1527.67,08-22,AR,D-583,web,2023-03-09,2025-11-02T00:00:00,BNA,11865.43
CU-584,395.11,07-18,AR,D-584,mobile,2025-11-21,2026-02-17T00:00:00,SAN,2732.50
CU-585,700.24,08-18,ES,D-585,mobile,2022-02-01,2025-11-21T00:00:00,SAN,2516.17
CU-586,942.19,06-20,MX,D-586,web,2023-11-22,2025-11-26T00:00:00,BBVA,6766.91
CU-587,2562.08,06-18,CO,D-587,web,2023-05-07,2025-11-02T00:00:00,DAV,19888.36
CU-588,3797.23,08-19,US,D-588,mobile,2024-01-05,2025-11-06T00:00:00,BAC,25431.36
CU-589,3263.12,11-22,US,D-589,mobile,2022-02-06,2025-11-01T00:00:00,WFC,25302.54
CU-590,1128.50,09-20,US,D-590,web,2025-11-29,2026-01-03T00:00:00,JPM,8198.14
CU-591,667.53,10-22,US,D-591,web,2021-01-16,2025-11-06T00:00:00,WFC,3597.13
CU-592,2442.98,08-20,CL,D-592,web,2021-01-09,2025-11-23T00:00:00,BCI,18169.28
CU-593,3164.62,07-20,CL,D-593,web,2020-04-06,2025-11-07T00:00:00,SAN,18931.82
CU-594,4090.48,11-21,PE,D-594,web,2021-03-15,2025-11-19T00:00:00,BCP,23031.09
CU-595,3820.62,09-18,AR,D-595,web,2021-10-02,2025-11-18T00:00:00,SAN,19353.49
CU-596,1076.79,09-19,PE,D-596,web,2021-09-05,2025-11-11T00:00:00,BCP,5312.92
CU-597,494.85,11-18,PE,D-597,mobile,2024-09-02,2025-11-25T00:00:00,BBVA,3494.45
CU-598,1779.91,06-22,US,D-598,mobile,2021-11-21,2025-11-18T00:00:00,WFC,7852.68
CU-599,496.67,06-19,US,D-599,mobile,2025-11-18,2026-01-01T00:00:00,BAC,1989.82
CU-600,4462.16,10-21,US,D-600,web,2023-08-24,2025-11-11T00:00:00,JPM,20393.05
CU-601,2546.07,09-22,CL,D-601,web,2025-11-24,2026-01-14T00:00:00,SAN,13032.95
CU-602,1776.45,09-18,US,D-602,mobile,2024-03-02,2025-11-10T00:00:00,WFC,10382.95
CU-603,3834.66,06-20,CO,D-603,web,2021-03-08,2025-11-04T00:00:00,BAN,23034.50
CU-604,1762.18,09-22,AR,D-604,mobile,2020-01-25,2025-11-22T00:00:00,GAL,10427.01
CU-605,2374.60,11-21,CL,D-605,web,2022-10-26,2025-11-07T00:00:00,BCH,16012.03
CU-606,2464.75,08-21,ES,D-606,web,2021-11-02,2025-11-12T00:00:00,BBVA,11087.29
CU-607,4814.30,06-22,AR,D-607,mobile,2021-12-26,2025-11-28T00:00:00,GAL,14974.54
CU-608,1854.01,10-18,AR,D-608,mobile,2023-02-20,2025-11-27T00:00:00,GAL,11126.39
CU-609,3683.13,07-21,AR,D-609,mobile,2025-11-17,2025-12-20T00:00:00,BNA,20545.91
CU-610,2536.54,09-19,ES,D-610,mobile,2022-06-21,2025-11-08T00:00:00,CABK,14654.83
CU-611,2961.20,09-20,MX,D-611,web,2024-07-27,2025-11-11T00:00:00,SAN,15255.31
CU-612,910.95,10-22,PE,D-612,web,2022-06-17,2025-11-21T00:00:00,BCP,6543.04
CU-613,3551.24,07-22,CO,D-613,web,2021-12-06,2025-11-09T00:00:00,DAV,23546.23
CU-614,694.38,11-20,PE,D-614,mobile,2023-10-13,2025-11-10T00:00:00,BCP,4225.98
CU-615,4852.11,10-20,US,D-615,mobile,2020-10-02,2025-11-08T00:00:00,JPM,30730.49
CU-616,3154.56,09-18,US,D-616,mobile,2021-11-21,2025-11-10T00:00:00,JPM,22163.53
CU-617,1010.31,10-19,ES,D-617,web,2021-05-22,2025-11-12T00:00:00,BBVA,3383.12
CU-618,4477.68,06-18,US,D-618,mobile,2024-12-22,2025-02-03T00:00:00,BAC,34042.37
CU-619,158.81,06-20,US,D-619,mobile,2022-10-24,2025-11-21T00:00:00,BAC,964.12
CU-620,1259.39,06-20,US,D-620,mobile,2023-09-20,2025-11-12T00:00:00,BAC,5005.81
CU-621,2574.07,09-19,US,D-621,mobile,2020-11-23,2025-11-25T00:00:00,BAC,12650.05
CU-622,3623.47,06-22,US,D-622,mobile,2020-05-02,2025-11-03T00:00:00,WFC,21335.23
CU-623,2897.44,11-22,AR,D-623,mobile,2024-10-23,2025-11-17T00:00:00,SAN,21275.28
CU-624,2866.74,06-22,PE,D-624,mobile,2021-03-18,2025-11-19T00:00:00,BBVA,19461.96
CU-625,1481.40,06-21,US,D-625,web,2020-08-18,2025-11-16T00:00:00,JPM,5663.39
CU-626,413.01,08-22,CO,D-626,mobile,2022-10-26,2025-11-02T00:00:00,BOG,2774.26
CU-627,2710.85,10-21,US,D-627,web,2024-07-26,2025-11-24T00:00:00,WFC,16017.35
CU-628,3855.10,10-22,MX,D-628,web,2021-04-13,2025-11-21T00:00:00,BAN,17534.76
CU-629,1088.80,09-20,CL,D-629,web,2023-05-06,2025-11-04T00:00:00,BCI,7054.31
CU-630,4726.62,10-22,MX,D-630,web,2020-11-07,2025-11-13T00:00:00,SAN,36680.83
CU-631,1775.14,09-22,US,D-631,web,2023-12-26,2025-11-28T00:00:00,JPM,10103.77
CU-632,4574.83,11-21,CO,D-632,web,2021-02-13,2025-11-14T00:00:00,BOG,35184.59
CU-633,1450.28,06-18,MX,D-633,mobile,2022-10-11,2025-11-06T00:00:00,SAN,4813.44
CU-634,1997.39,08-19,ES,D-634,mobile,2023-02-16,2025-11-25T00:00:00,CABK,9759.27
CU-635,4029.02,08-18,MX,D-635,web,2021-11-03,2025-11-25T00:00:00,SAN,17606.59
CU-636,3005.98,10-18,CL,D-636,web,2021-12-10,2025-11-12T00:00:00,BCH,13365.25
CU-637,1909.84,07-18,CO,D-637,web,2022-10-22,2025-11-26T00:00:00,BAN,8966.17
CU-638,3998.74,09-18,CO,D-638,web,2025-11-18,2026-01-27T00:00:00,BOG,12143.23
CU-639,3489.43,11-20,CO,D-639,mobile,2020-12-26,2025-11-25T00:00:00,BOG,22984.23
CU-640,2273.46,11-21,AR,D-640,mobile,2022-06-17,2025-11-18T00:00:00,BNA,18151.41
CU-641,2191.61,09-22,ES,D-641,web,2023-10-23,2025-11-20T00:00:00,CABK,15590.05
CU-642,1625.77,10-18,US,D-642,web,2024-03-13,2025-11-14T00:00:00,BAC,9048.95
CU-643,3605.37,08-22,ES,D-643,web,2020-12-21,2025-11-27T00:00:00,BBVA,25607.95
CU-644,135.00,07-18,MX,D-644,web,2024-10-10,2025-11-06T00:00:00,SAN,1069.01
CU-645,345.86,06-21,PE,D-645,web,2024-05-17,2025-11-17T00:00:00,BCP,1071.21
CU-646,1025.09,09-22,AR,D-646,web,2022-04-18,2025-11-13T00:00:00,GAL,6199.26
CU-647,2885.32,08-18,ES,D-647,mobile,2023-10-06,2025-11-01T00:00:00,CABK,13500.65
CU-648,3113.84,11-21,ES,D-648,mobile,2020-12-05,2025-11-18T00:00:00,CABK,13740.60
CU-649,1467.14,06-18,MX,D-649,web,2021-05-03,2025-11-03T00:00:00,BBVA,7625.92
CU-650,2601.25,09-21,ES,D-650,web,2021-05-24,2025-11-16T00:00:00,CABK,12914.03
CU-651,1367.68,06-18,PE,D-651,web,2021-03-19,2025-11-22T00:00:00,IBK,8275.80
CU-652,4717.62,06-18,CO,D-652,web,2025-11-16,2026-01-17T00:00:00,DAV,30497.26
CU-653,3692.49,07-22,AR,D-653,web,2020-07-04,2025-11-13T00:00:00,GAL,13463.26
CU-654,382.93,09-22,PE,D-654,mobile,2022-08-14,2025-11-18T00:00:00,BBVA,3044.84
CU-655,3095.57,06-20,CO,D-655,web,2020-01-15,2025-11-28T00:00:00,BAN,21386.98
CU-656,2472.45,10-20,AR,D-656,web,2022-12-20,2025-11-21T00:00:00,BNA,16696.44
CU-657,1256.38,08-20,AR,D-657,web,2025-11-26,2026-02-19T00:00:00,GAL,9076.07
CU-658,490.06,09-19,CO,D-658,web,2020-02-12,2025-11-22T00:00:00,BOG,3229.53
CU-659,1923.01,07-21,AR,D-659,web,2025-11-29,2025-12-07T00:00:00,SAN,12674.25
CU-660,709.67,08-20,US,D-660,web,2023-04-07,2025-11-25T00:00:00,BAC,3995.78
CU-661,3470.07,09-22,AR,D-661,web,2023-08-25,2025-11-07T00:00:00,BNA,11241.53
CU-662,4747.75,09-19,US,D-662,mobile,2023-12-07,2025-11-02T00:00:00,BAC,26646.67
CU-663,3241.02,06-21,CL,D-663,mobile,2020-03-27,2025-11-06T00:00:00,SAN,19383.61
CU-664,3723.95,11-19,ES,D-664,web,2021-05-18,2025-11-03T00:00:00,CABK,13662.77
CU-665,4771.21,08-22,ES,D-665,web,2020-07-13,2025-11-04T00:00:00,BBVA,21225.40
CU-666,1269.88,11-20,MX,D-666,mobile,2021-09-27,2025-11-19T00:00:00,BBVA,6291.73
CU-667,4884.64,08-20,CO,D-667,mobile,2020-05-08,2025-11-22T00:00:00,BOG,21169.90
CU-668,2579.04,10-21,AR,D-668,mobile,2024-11-06,2025-11-04T00:00:00,BNA,8522.51
CU-669,3537.67,06-22,ES,D-669,mobile,2023-12-11,2025-11-22T00:00:00,CABK,13037.25
CU-670,4324.84,09-19,ES,D-670,mobile,2024-04-07,2025-11-13T00:00:00,SAN,15232.42
CU-671,2888.02,10-19,PE,D-671,web,2024-03-03,2025-11-26T00:00:00,IBK,19092.93
CU-672,953.37,07-19,ES,D-672,mobile,2022-08-11,2025-11-13T00:00:00,BBVA,7291.61
CU-673,710.61,09-18,US,D-673,mobile,2020-12-07,2025-11-17T00:00:00,JPM,5214.82
CU-674,3567.34,08-19,AR,D-674,mobile,2020-12-17,2025-11-08T00:00:00,BNA,24343.10
CU-675,1401.23,07-22,CL,D-675,mobile,2024-05-19,2025-11-10T00:00:00,BCI,5138.42
CU-676,3489.05,07-18,AR,D-676,mobile,2022-02-02,2025-11-13T00:00:00,BNA,15127.55
CU-677,4562.26,09-22,CL,D-677,web,2023-08-27,2025-11-26T00:00:00,BCH,14811.58
CU-678,1361.65,07-22,CO,D-678,mobile,2024-07-02,2025-11-15T00:00:00,DAV,7536.73
CU-679,2903.64,10-22,US,D-679,web,2023-03-24,2025-11-29T00:00:00,WFC,9068.71
CU-680,3513.78,08-18,MX,D-680,web,2021-11-04,2025-11-15T00:00:00,BAN,25990.10
CU-681,2619.71,08-21,CL,D-681,web,2020-11-06,2025-11-03T00:00:00,BCI,12604.65
CU-682,4149.31,09-22,US,D-682,web,2020-02-02,2025-11-06T00:00:00,JPM,32092.43
CU-683,1448.33,09-22,PE,D-683,web,2020-03-10,2025-11-14T00:00:00,BBVA,9287.50
CU-684,3344.94,11-21,US,D-684,mobile,2025-11-19,2025-12-03T00:00:00,WFC,11749.59
CU-685,158.40,08-21,CL,D-685,web,2025-11-27,2026-02-14T00:00:00,BCI,866.43
CU-686,4359.83,08-19,US,D-686,mobile,2022-06-14,2025-11-11T00:00:00,JPM,25081.46
CU-687,1043.22,10-20,AR,D-687,web,2024-08-20,2025-11-26T00:00:00,GAL,5414.54
CU-688,1777.74,06-19,US,D-688,web,2023-04-13,2025-11-22T00:00:00,WFC,10557.98
CU-689,4217.71,11-21,AR,D-689,web,2024-01-25,2025-11-25T00:00:00,SAN,33631.49
CU-690,4836.14,10-20,PE,D-690,web,2023-12-08,2025-11-29T00:00:00,BCP,36104.54
CU-691,3478.14,06-20,US,D-691,mobile,2021-09-09,2025-11-01T00:00:00,WFC,21361.82
CU-692,1002.10,11-22,CO,D-692,mobile,2024-10-06,2025-11-02T00:00:00,DAV,6530.07
CU-693,4188.85,09-22,ES,D-693,web,2023-01-01,2025-11-27T00:00:00,SAN,13257.96
CU-694,4774.29,06-20,AR,D-694,web,2022-08-22,2025-11-12T00:00:00,BNA,36161.31
CU-695,1137.40,07-20,ES,D-695,mobile,2022-01-19,2025-11-15T00:00:00,CABK,7298.86
CU-696,3009.05,07-20,ES,D-696,web,2024-03-13,2025-11-11T00:00:00,BBVA,23830.64
CU-697,4540.07,07-20,CL,D-697,web,2023-07-17,2025-11-01T00:00:00,BCH,35124.25
CU-698,1107.55,09-21,US,D-698,web,2023-12-13,2025-11-28T00:00:00,WFC,5004.66
CU-699,555.79,06-18,US,D-699,web,2020-05-19,2025-11-24T00:00:00,WFC,3706.13
CU-700,4216.09,09-21,ES,D-700,mobile,2023-05-18,2025-11-16T00:00:00,SAN,20361.59
CU-701,1224.03,09-21,CL,D-701,web,2024-06-26,2025-11-17T00:00:00,BCI,4532.53
CU-702,2181.44,06-22,US,D-702,mobile,2022-01-03,2025-11-07T00:00:00,BAC,9201.48
CU-703,4012.92,08-18,CO,D-703,web,2024-02-16,2025-11-12T00:00:00,BAN,20669.40
CU-704,2245.05,08-22,PE,D-704,mobile,2025-11-24,2025-12-25T00:00:00,BBVA,17292.47
CU-705,4768.89,07-18,PE,D-705,web,2023-04-18,2025-11-25T00:00:00,BCP,29404.47
CU-706,3633.17,11-19,MX,D-706,web,2024-04-18,2025-11-17T00:00:00,SAN,15169.05
CU-707,3296.18,08-19,AR,D-707,mobile,2024-10-18,2025-11-20T00:00:00,GAL,10004.61
CU-708,4046.93,10-21,CL,D-708,mobile,2020-12-20,2025-11-08T00:00:00,SAN,28229.57
CU-709,765.15,10-18,US,D-709,mobile,2020-03-18,2025-11-29T00:00:00,WFC,3074.97
CU-710,1377.24,06-19,US,D-710,mobile,2022-04-25,2025-11-13T00:00:00,WFC,10922.73
CU-711,4122.16,06-19,MX,D-711,mobile,2020-12-12,2025-11-02T00:00:00,BAN,18671.22
CU-712,2467.36,07-21,US,D-712,mobile,2022-09-02,2025-11-07T00:00:00,WFC,11862.33
CU-713,2720.52,10-20,US,D-713,web,2024-06-11,2025-11-26T00:00:00,JPM,20221.56
CU-714,2113.62,07-20,CL,D-714,mobile,2021-02-21,2025-11-08T00:00:00,SAN,13143.76
CU-715,1458.01,11-19,CO,D-715,web,2024-12-08,2025-03-15T00:00:00,BAN,11365.80
CU-716,1042.50,06-20,MX,D-716,web,2025-11-29,2026-02-08T00:00:00,SAN,3172.43
CU-717,197.87,07-20,AR,D-717,web,2025-11-16,2025-12-27T00:00:00,BNA,1011.80
CU-718,3618.53,08-22,CO,D-718,web,2021-12-08,2025-11-10T00:00:00,BAN,25871.40
CU-719,2136.58,11-22,ES,D-719,web,2022-07-01,2025-11-18T00:00:00,SAN,13105.81
CU-720,1857.84,06-19,PE,D-720,web,2021-01-06,2025-11-18T00:00:00,BBVA,5580.47
CU-721,3011.27,06-21,US,D-721,web,2025-11-21,2026-01-21T00:00:00,JPM,12803.02
CU-722,4175.45,11-19,CL,D-722,mobile,2022-06-19,2025-11-16T00:00:00,BCI,15646.17
CU-723,4656.68,10-18,US,D-723,web,2022-09-15,2025-11-02T00:00:00,JPM,35544.10
CU-724,3581.07,07-20,AR,D-724,web,2021-08-27,2025-11-23T00:00:00,BNA,23543.72
CU-725,2206.24,06-21,ES,D-725,web,2022-11-25,2025-11-04T00:00:00,SAN,17350.36
CU-726,123.86,10-19,ES,D-726,web,2020-02-05,2025-11-16T00:00:00,CABK,701.86
CU-727,4980.37,07-22,CO,D-727,mobile,2023-10-09,2025-11-16T00:00:00,DAV,17521.86
CU-728,3541.79,08-19,CL,D-728,mobile,2022-08-26,2025-11-03T00:00:00,SAN,24616.91
CU-729,3119.82,06-22,CO,D-729,mobile,2025-11-24,2025-12-11T00:00:00,BAN,19089.30
CU-730,756.72,06-22,CO,D-730,mobile,2022-06-23,2025-11-04T00:00:00,BAN,4814.06
CU-731,3476.99,07-21,CO,D-731,mobile,2023-02-24,2025-11-22T00:00:00,BOG,25210.49
CU-732,1516.84,08-22,CO,D-732,web,2020-02-24,2025-11-01T00:00:00,BOG,9443.47
CU-733,183.15,09-21,CL,D-733,web,2020-02-08,2025-11-03T00:00:00,SAN,1159.29
CU-734,4131.02,10-21,MX,D-734,web,2024-04-06,2025-11-18T00:00:00,BBVA,22787.13
CU-735,3849.23,11-18,PE,D-735,web,2020-01-19,2025-11-13T00:00:00,IBK,23347.82
CU-736,870.30,08-20,ES,D-736,mobile,2024-02-22,2025-11-25T00:00:00,CABK,3130.68
CU-737,3149.28,09-22,AR,D-737,web,2021-04-16,2025-11-13T00:00:00,BNA,9457.72
CU-738,4819.16,11-21,PE,D-738,mobile,2025-11-16,2026-02-10T00:00:00,BBVA,29472.49
CU-739,1844.73,07-21,PE,D-739,web,2024-06-16,2025-11-10T00:00:00,BBVA,6703.77
CU-740,4346.32,07-22,ES,D-740,web,2022-10-18,2025-11-23T00:00:00,SAN,15338.09
CU-741,2580.09,06-22,PE,D-741,web,2020-11-17,2025-11-14T00:00:00,BCP,12825.50
CU-742,4256.20,10-19,CL,D-742,mobile,2020-07-08,2025-11-09T00:00:00,BCH,32656.55
CU-743,3657.70,08-20,AR,D-743,web,2024-02-20,2025-11-04T00:00:00,GAL,15341.22
CU-744,4751.48,08-19,MX,D-744,web,2020-07-16,2025-11-26T00:00:00,BAN,22725.35
CU-745,2291.78,07-20,ES,D-745,mobile,2020-09-06,2025-11-27T00:00:00,SAN,9235.74
CU-746,3575.55,10-20,ES,D-746,mobile,2020-07-01,2025-11-13T00:00:00,BBVA,21157.00
CU-747,2366.79,06-19,AR,D-747,web,2021-08-27,2025-11-29T00:00:00,GAL,10266.27
CU-748,2644.11,09-19,MX,D-748,web,2022-09-27,2025-11-20T00:00:00,BAN,9614.31
CU-749,4582.00,06-21,CO,D-749,mobile,2023-06-10,2025-11-19T00:00:00,DAV,16349.63
CU-750,119.20,08-18,CL,D-750,mobile,2022-12-15,2025-11-11T00:00:00,BCH,477.22
CU-751,4412.76,08-19,ES,D-751,mobile,2023-04-04,2025-11-18T00:00:00,BBVA,27301.80
CU-752,4028.95,08-21,US,D-752,web,2024-11-05,2025-11-23T00:00:00,BAC,22406.21
CU-753,2488.14,08-18,CO,D-753,web,2023-12-03,2025-11-07T00:00:00,DAV,13751.37
CU-754,3431.86,06-22,US,D-754,web,2022-06-21,2025-11-20T00:00:00,BAC,22820.56
CU-755,4454.86,09-18,PE,D-755,web,2022-05-21,2025-11-18T00:00:00,BCP,23610.35
CU-756,1468.76,06-20,CL,D-756,mobile,2022-12-04,2025-11-13T00:00:00,SAN,6747.61
CU-757,3008.13,06-21,AR,D-757,mobile,2020-06-19,2025-11-06T00:00:00,SAN,11214.74
CU-758,3517.41,11-19,CL,D-758,web,2022-06-22,2025-11-01T00:00:00,SAN,25363.93
CU-759,1125.60,09-21,CL,D-759,web,2024-02-11,2025-11-10T00:00:00,BCI,7695.05
CU-760,4640.66,08-19,AR,D-760,mobile,2023-08-08,2025-11-08T00:00:00,SAN,35539.55
CU-761,613.70,07-19,PE,D-761,web,2021-07-08,2025-11-07T00:00:00,BBVA,3004.93
CU-762,331.40,10-19,AR,D-762,mobile,2021-02-12,2025-11-07T00:00:00,GAL,2504.29
CU-763,2815.09,07-19,ES,D-763,web,2023-11-08,2025-11-23T00:00:00,CABK,17817.14
CU-764,1156.01,07-19,CO,D-764,mobile,2020-03-18,2025-11-16T00:00:00,BAN,8077.16
CU-765,3628.55,09-18,CO,D-765,web,2022-08-10,2025-11-04T00:00:00,BOG,11560.95
CU-766,4596.24,08-18,US,D-766,web,2022-05-09,2025-11-11T00:00:00,BAC,14957.39
CU-767,4331.43,08-21,MX,D-767,web,2021-09-15,2025-11-29T00:00:00,BBVA,31089.71
CU-768,4811.90,10-21,PE,D-768,web,2023-08-13,2025-11-27T00:00:00,BCP,31604.74
CU-769,1116.81,10-18,AR,D-769,mobile,2020-10-02,2025-11-24T00:00:00,SAN,5525.05
CU-770,4763.34,10-21,US,D-770,web,2022-12-23,2025-11-24T00:00:00,BAC,21709.21
CU-771,3936.33,08-20,PE,D-771,mobile,2024-11-08,2025-11-15T00:00:00,IBK,18929.19
CU-772,2668.85,09-22,PE,D-772,web,2023-01-13,2025-11-26T00:00:00,BCP,9132.42
CU-773,3456.53,08-18,MX,D-773,web,2023-09-15,2025-11-08T00:00:00,BAN,21925.99
CU-774,1645.54,08-21,US,D-774,web,2020-01-25,2025-11-22T00:00:00,WFC,8404.69
CU-775,562.55,06-21,MX,D-775,mobile,2023-08-03,2025-11-20T00:00:00,SAN,3474.95
CU-776,4048.24,09-22,CO,D-776,mobile,2025-11-15,2026-01-11T00:00:00,BAN,32372.49
CU-777,959.14,08-19,AR,D-777,mobile,2021-08-09,2025-11-13T00:00:00,BNA,6107.85
CU-778,418.01,09-18,US,D-778,web,2024-02-27,2025-11-08T00:00:00,WFC,1379.66
CU-779,4588.08,10-18,CL,D-779,mobile,2022-09-13,2025-11-13T00:00:00,BCI,35506.45
CU-780,363.12,11-22,MX,D-780,mobile,2022-09-19,2025-11-15T00:00:00,SAN,2419.97
CU-781,2590.94,11-22,CL,D-781,web,2021-06-08,2025-11-20T00:00:00,BCI,15982.91
CU-782,788.49,09-20,CL,D-782,mobile,2021-01-27,2025-11-18T00:00:00,BCH,4968.81
CU-783,2661.28,11-22,MX,D-783,web,2023-10-12,2025-11-12T00:00:00,SAN,13253.90
CU-784,1075.87,07-21,PE,D-784,web,2021-06-26,2025-11-20T00:00:00,IBK,5036.93
CU-785,2975.07,06-22,US,D-785,mobile,2020-10-20,2025-11-11T00:00:00,BAC,22039.84
CU-786,2624.44,09-20,ES,D-786,web,2020-10-27,2025-11-16T00:00:00,BBVA,11401.37
CU-787,203.08,08-21,CO,D-787,mobile,2024-02-02,2025-11-22T00:00:00,BAN,673.82
CU-788,2803.27,07-19,CL,D-788,mobile,2020-06-23,2025-11-24T00:00:00,BCI,9285.55
CU-789,3634.00,08-21,US,D-789,web,2023-12-17,2025-11-10T00:00:00,WFC,25646.34
CU-790,371.26,09-20,CO,D-790,mobile,2022-01-04,2025-11-23T00:00:00,DAV,1947.41
